Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2017,"12        ",Female,17,Right-Handed,160.5,25,160,2,"Rail (Train/Tram/Subway)",45,.401,55,Walking/Hiking,750,500,300,300,1000,1000,24,"Right foot",80,85,"Ring finger",July,Summer,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,16,Right-Handed,167,23,165,2,Bus,20,0.343,65,Other,1000,900,950,1000,550,700,23,"Same length",73,74,"Ring finger",November,Fall,Yes,No,"Rice/Noodle dishes",Water,"Physical education",7,10,9,"Yes - broadband connection","In person",60,90,10,1,7,3,35,14,12,4,56,7,0,3,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,Other,"International aid"
USA,NY,2012,"6         ",Male,11,Right-Handed,141,145,147,143,Bus,73,0.7,47,Tennis,610,920,968,765,610,775,98,"Left foot",60,50,"Ring finger",April,Summer,Yes,No,Meat,Other,Art,8,10,5,"Yes - broadband connection","Internet chat or instant messaging",24,57,3,1,2,4,7,4,3,2,3,4,2,2,Some,"Graduate degree",Other,Telepathy,Rich,Other,"Education/Youth development"
USA,NY,2017,"6         ",Female,12,Ambidextrous,151,24,150,2,Walk,5,0.386,42,Swimming,1000,754,449,460,139,578,24.5,"Left foot",75,80,"Ring finger",April,Fall,No,No,Pizza/Pasta,Water,Science,10,9,2,"Yes - other",,5,20,5,1,10,5,7,7,0,1,5,0,0,2,"A lot",Other,Other,Telepathy,Healthy,Other,Other
USA,NY,2017,"6         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2024,"12        ",Male,17,Right-Handed,170,23,170,2,Car,3,.268,40,Running/Jogging,900,850,750,600,375,1000,23,"Same length",80,80,"Same length",October,Fall,No,No,Meat,Water,"Mathematics and statistics",8,9,3,"Yes - other","Text messaging",20,20,10,10,4,10,10,2,15,2,25,0,28,3,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,"Musician or singer",Health
USA,NY,2019,"5         ",Female,10,Right-Handed,138,20,134,1,Car,4,0.762,94,Gymnastics,500,400,350,350,400,400,21,"Left foot",14,12,"Index finger",November,Summer,No,No,Desserts,Milk,Art,9,,5,"Yes - broadband connection","In person",20,20,24,0,3,120,4,2,20,2,20,10,0,0,"Very little","Graduate degree",Other,Invisibility,Happy,Relative,Other
USA,NY,2016,"12        ",Male,17,Right-Handed,168,26,168,2,Walk,15,.341,59,Skateboarding/Rollerblading,700,650,700,800,500,1000,26,"Right foot",70,70,"Same length",August,Summer,No,No,Seafood,Water,"Computers and technology",6,5,4,"Yes - broadband connection","Text messaging",600,600,30,10,10,12,5,0,5,60,30,7,0,0,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Friend,Environment
USA,NY,2015,"6         ",Male,11,Right-Handed,157,23,152,1,Bus,20,4.42,38,Basketball,1000,1000,1000,1000,0,0,23,"Right foot",90,60,"Index finger",March,Winter,No,No,Seafood,Water,English,10,0,7,"Yes - broadband connection",,10,5,4,1,0,1,1,2,0,1,2,0,1,2,Some,"High school","Rap/Hip hop","Super strength",Rich,"Sports person","Wildlife, animals"
USA,NY,2016,"12        ",Female,17,Right-Handed,172.7,24,165,1,Car,15,3,,Swimming,900,900,900,900,800,800,167,"Left foot",75,72,"Ring finger",December,Fall,No,Yes,Soups,Water,Music,5,7,5,"Yes - broadband connection","Text messaging",10,10,1,0,25,0,0,0,2,1,3,3,10,0,Some,"Graduate degree",Other,Fly,Healthy,Friend,Environment
USA,NY,2017,"6         ",Female,12,Right-Handed,153,25,159,1,"Rail (Train/Tram/Subway)",16,0.412,41,Gymnastics,900,850,900,900,300,200,26,"Left foot",70,"70 ","Same length",May,Spring,Yes,Yes,Salads,Water,"Physical education",8.5,9.5,5,"Yes - other","Text messaging",20,40,6,.4,10,60,3.5,0,0,3,10,1,0,1,"A lot","Graduate degree",Pop,Fly,Healthy,Other,Other
USA,NY,2019,"12        ",Male,21,Right-Handed,177,26,107,1,Car,20,.293,38,Other,750,300,0,100,1000,1000,26,"Same length",88,96,"Ring finger",October,Spring,Yes,No,Meat,Tea,"Computers and technology",8,8,4,"Yes - broadband connection","Internet chat or instant messaging",400,400,10,10,5,4,0,12,3,6,30,0,18,12,Some,"Undergraduate degree",Techno/Electronic,"Freeze time",Happy,"Business person",Health
USA,NY,2015,"6         ",Male,12,Right-Handed,,,,,,15,0.583,134,Athletics,765,594,1000,845,1000,909,18,"Same length",80,75,"Index finger",February,Spring,Yes,No,Seafood,Tea,Science,7,9,4,"Yes - broadband connection","Text messaging",24,25,1,7,9,11,6,1,9,3,2,7,1,1,Some,"Graduate degree",Pop,Fly,Famous,"Musician or singer","Wildlife, animals"
USA,NY,2023,"12        ",Female,17,Right-Handed,152,18,,4,Walk,8,,,Baseball/Softball,1000,500,1000,1000,500,500,18,"Same length",70,75,"Ring finger",October,Summer,No,No,Poultry,Water,Other,7,9,5,"Yes - dial-up connection","Internet chat or instant messaging",5,3,2,0,15,24,2,1,1,8,24,10,0,42,"A lot","High school",Other,Fly,Happy,Other,"International aid"
USA,NY,2016,"12        ",Female,15,Left-Handed,165,22,155,3,Walk,2,0.603,35,Basketball,1000,615,1000,1000,37,374,23,"Left foot",70,70,"Same length",November,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,6,3,"Yes - broadband connection","Internet chat or instant messaging",200,400,10,4,8,20,14,0,5,14,14,0,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,NY,2022,"12        ",Female,16,Right-Handed,174,26,170,1,Car,20,0.074,52,Other,535,535,535,572,257,380,26,"Same length",8,7.5,"Index finger",January,Fall,No,No,Pizza/Pasta,Water,"Physical education",8,9,3,"Yes - broadband connection","In person",25,35,10,2,5,5,6,0,10,1,4,2,0,2,"Very little","Graduate degree",Pop,Fly,Happy,Friend,"Education/Youth development"
USA,NY,2023,"12        ",Female,17,Right-Handed,5'5,24,156.2,2,Car,6,.27,41,Other,1000,711,717,738,417,422,24,"Same length",67,76,"Ring finger",July,Summer,No,No,"No favorite",Water,Music,6,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,,1,,,,,,,,,,,,,,,,,,
USA,NY,2017,"12        ",Female,18,,9,9," 180",2,Car,15,.547,67,Dancing,1000,1000,1000,1000,1000,1000,9,"Right foot",11,8.85,"Index finger",October,Summer,Yes,No,Pizza/Pasta,Water,History,6.8,12,2,"Yes - other","Cell phone",18,25,5,5,25,5,10,5,24,24,20,25,20,5,"A lot","High school","Rap/Hip hop","Freeze time",Happy,"Religious figure","International aid"
USA,NY,2014,"11        ",Male,17,Ambidextrous,170.2,26,69,3,Bus,25,.0355,25,"Table Tennis",567,369,695,690,1000,1000,26,"Same length",101,76.2,"Index finger",December,Winter,No,No,Meat,Milk,Science,8,8,4,"Yes - broadband connection","In person",6,10,6,1,0,4,1,12,2,3,8,4,10,1,Some,"Undergraduate degree",Other,"Freeze time",Happy,Other,"Education/Youth development"
USA,NY,2017,"6         ",Female,12,Right-Handed,152,21,146,1,Bus,40,0.42,45,Dancing,471,390,588,594,435,561,21,"Same length",70,60,"Index finger",March,Fall,No,No,"No favorite",,Music,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",25,20,2,1,14,6,14,3,9,2,10,15,0,0,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2024,"9         ",Male,15,Right-Handed,168,26.5,174,1,Bus,30,0.349,44,"Martial Arts",1000,807,535,663,337,481,26.5,"Same length",90,80,"Index finger",April,Winter,No,No,Seafood,Water,"Computers and technology",5,9,3,"Yes - broadband connection","Text messaging",50,200,5,1,5,1,1,8,5,6,7,5,0,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person","Arts, culture, sports"
USA,NY,2017,"6         ",Male,11,Right-Handed,155,24,140,1,Bus,30,0.39,50,Baseball/Softball,950,850,100,1000,400,700,24,"Same length",65,65,"Same length",September,Summer,No,No,Pizza/Pasta,Water,"Physical education",9,9,4,"Yes - other","In person",4,4,76,0.2,15,100,10,4,0,0.5,3,10,0,1,Some,Other,Pop,Fly,Happy,Relative,Health
USA,NY,2019,"9         ",Male,15,Right-Handed,184,25.5,181,1,"Rail (Train/Tram/Subway)","16 ",0.36,52,Basketball,45,45,45,45,45,45,24.5,"Same length",9,9,"Same length",January,Summer,Yes,No,"No favorite","Soft drink (caffeinated)","Mathematics and statistics",8,3,3,"Yes - other","Text messaging",100+,190+,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,17,Right-Handed,183,28,152,1,Bus,25,.33,36,Dancing,973,882,583,824,909,957,28,"Same length",94,95,"Ring finger",September,Winter,No,No,"Rice/Noodle dishes",Water,Music,7,11,4,"Yes - broadband connection","Text messaging",6,10,7,2,4,30,2,5,10,1,30,0,0,5,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,"Education/Youth development"
USA,NY,2017,"6         ",Male,12,Right-Handed,150,24,153,2,Bus,30,0.572,54,Basketball,300,300,1000,1000,500,1000,24,"Same length",65,100,"Ring finger",April,Summer,No,No,Meat,"Sports drink","Physical education",8,10,4,"Yes - other","Text messaging",20,100,10,1,5,10,10,7,0,2,1,10,0,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,"Sports person",Health
USA,NY,2016,"12        ",Female,18,Right-Handed,62,25,40,1,Car,25,1.127,75,Dancing,500,500,800,600,700,1000,24,"Right foot",70,72,"Ring finger",February,Fall,No,No,"Rice/Noodle dishes",Water,English,7,11,3,"Yes - broadband connection","Cell phone",600,800,10,2,10,10,2,5,10,100,70,12,13,3,Some,"Graduate degree",Pop,Invisibility,Healthy,"Musician or singer",Health
USA,NY,2015,"6         ",Male,12,Right-Handed,151.5,23.5,134,1,Bus,50,.404,43,Baseball/Softball,1000,561,326,455,0,0,24,"Left foot",71,66,"Index finger",February,Summer,No,No,"No favorite",Water,English,10,10,5,"Yes - other","In person",0,0,120,2,2,168,168,24,3,1,1,35,0,30,"Very little","Graduate degree",Country,Telepathy,Happy,Other,Health
USA,NY,2019,"12        ",Male,17,Right-Handed,173,26,176,1,Bus,30,.375,40,Athletics,950,900,1000,750,500,1000,26,"Same length",90,110,"Ring finger",September,Fall,Yes,No,Seafood,Water,Music,7,7,2,"Yes - broadband connection","In person",2,10,24,>1,8,3,14,>1,12,>1,12,>1,0,7,Some,"Graduate degree",Other,Telepathy,Happy,Friend,Environment
USA,NY,2018,"10        ",Female,16,Left-Handed,174,23.4,178,2,Walk,10,,,Baseball/Softball,500,500,300,1000,1000,1000,24.4,"Left foot",8.5,8.8,"Ring finger",September,Spring,Yes,No,Pizza/Pasta,Juice,"Social studies",9,14,3,"Yes - other","Text messaging",20,19,3,1,1,2,0,6,1,14,4,1,0,1,"Very little",Other,Gospel,"Super strength",Happy,"Doctor or nurse","Wildlife, animals"
USA,NY,2017,"12        ",Female,18,Right-Handed,161,22,160,2,Bus,40,0.441,46,Walking/Hiking,900,900,600,600,500,1000,22,"Same length",80,90,"Ring finger",June,Summer,No,Yes,Fruit,Water,English,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,9,10,0,0,5,20,0,30,70,70,0,16,2,Some,"High school","Rap/Hip hop",Telepathy,Happy,"Business person",Environment
USA,NY,2019,"10        ",Female,15,Right-Handed,162,20,155,3,"Rail (Train/Tram/Subway)",100,0.43,53,Other,715,715,1000,1000,1000,1000,20,"Same length",31,29,"Index finger",July,Summer,No,No,Meat,Water,"Mathematics and statistics",7,9,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",50,60,14.5,1,7,8,4,0.002,20,15,40,3,0,3,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Friend,Environment
USA,NY,2018,"11        ",Female,17,Right-Handed,167,32.2,60.9,2,"Rail (Train/Tram/Subway)",55,0.91,52,Swimming,,800,,,,,32.2,"Same length",9,10.5,"Ring finger",July,Summer,No,No,"No favorite",Water,"Mathematics and statistics",9,9,8,"Yes - other","In person",10,10,9,1,1,10,1,0,1,1,1,0,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Other,Health
USA,NY,2024,"11        ",Female,18,Right-Handed,165,25,166,2,"Rail (Train/Tram/Subway)",60,0.04,8,Other,,,,,,,25,"Same length",5,5,"Index finger",August,Fall,No,No,Fruit,Water,Other,7,8,,"Yes - broadband connection","In person",2,2,,,,,,,,,,,,,Some,"Undergraduate degree",Other,"Freeze time",Healthy,"Business person","International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,22,150,2,"Rail (Train/Tram/Subway)",20,0.329,32,Walking/Hiking,900,899,898,899,800,1000,22,"Same length",70,70,"Same length",August,Summer,No,No,Desserts,Water,English,9,11,2,"Yes - other","Text messaging",77,56,6,2,2,2,0,0,0,2,20,0,0,2,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,NY,2019,"10        ",Male,16,Ambidextrous,5'4,19,164,3,"Rail (Train/Tram/Subway)",84,0.794,37,Other,1000,1000,1000,1000,300,1000,19,"Same length",72,70,"Index finger",January,Fall,No,No,Poultry,Water,Science,4,7,3,"Yes - other","Text messaging",100+,100+,30,0,20,10,4,20,60,60,10,0,24,10,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2024,"10        ",Male,15,Right-Handed,183,26,181,2,"Rail (Train/Tram/Subway)",35,0.315,45,Basketball,85,60,70,75,85,85,26,"Same length",100,105,"Ring finger",June,Winter,No,No,Meat,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Internet chat or instant messaging",10,30,10,5,20,35,6,20,13,5,45,0,3,2,Some,"Less than high school",Pop,Telepathy,Happy,"Sports person","Education/Youth development"
USA,NY,2019,"10        ",Male,15,Ambidextrous,175,14,185,1,"Rail (Train/Tram/Subway)",45,.73,34,Basketball,800,700,1000,750,800,1000,14,"Right foot",57,42,"Index finger",November,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","A lot","A lot",50,6,5,10,20,4,168,168,168,1,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","Arts, culture, sports"
USA,NY,2023,"12        ",Female,17,Right-Handed,5’4,,,2,Bus,30,3.2,71,Dancing,9999,9999,1000,9999,5000,9999,,"Same length",7.5,7,"Same length",September,Winter,Yes,No,Other,Water,Other,"6 ",9,6,"Yes - dial-up connection","Text messaging","60 ",100,0,0,0,0,0,0,0,0,0,0,0,0,"A lot",,Other,Invisibility,Rich,Other,
USA,NY,2021,"11        ",Male,16,Left-Handed,?,?,?,1,"Rail (Train/Tram/Subway)",60,1,43,"Football (American)",1000,1000,1000,1000,500,500,?,"Same length",?,?,"Ring finger",March,Spring,Yes,No,Salads,Water,Art,10:00,11:00,3,"Yes - other","Cell phone",2,0,1hour,1hour,4hour,24hou,6min,4hour,4min,?,6hour,4hour,?,1hour,"A lot","Some college",Country,"Super strength",Happy,"Musician or singer","Wildlife, animals"
USA,NY,2018,"6         ",Female,12,Right-Handed,,,,2,Car,2,0.507,"60 ",Bowling,417,273,711,487,947,829,25,"Same length",80,80,"Same length",May,Fall,No,No,Other,Water,"Mathematics and statistics","8 ",11,6,"Yes - other","In person",0,0,10,1,10,7,0,3,2,1,2,65,1,0,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Religious
USA,NY,2024,"10        ",Male,16,Right-Handed,165,26.25,168,2,"Rail (Train/Tram/Subway)",45,0.59,60,Walking/Hiking,1000,1000,750,850,250,650,26,"Right foot",74,,,March,Summer,No,No,"No favorite",Water,Science,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,25,3,2,8,10,3,5,15,1,15,0,0,1,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Environment
USA,NY,2016,"12        ",Female,17,Right-Handed,170,24,167,3,Car,20,57,46,Walking/Hiking,1000,930,824,1000,465,465,24,"Same length",79,75,"Index finger",August,Summer,No,,Meat,Water,English,8,10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,40,5,5,30,5,,,,,,,,,,,,,,
USA,NY,2016,"11        ",Male,16,Right-Handed,180,26,180,1,Car,40,0.418,40,Golf,200,200,150,200,1000,1000,26,"Same length",82,77,"Index finger",January,Fall,Yes,No,"No favorite",Water,"Computers and technology",8,9,4,"Yes - broadband connection","Internet chat or instant messaging",50,34,6,0,3,0,0,2,1,54,54,2,35,1,Some,"Undergraduate degree",Other,"Freeze time",Happy,"Business person","International aid"
USA,NY,2017,"6         ",Female,12,Right-Handed,163,25,167,1,Bus,20,0.444,51,Walking/Hiking,797,631,749,610,32,80,25,"Same length",9,9,"Same length",May,Spring,Yes,No,Desserts,Water,English,7.5,8,4,"Yes - other","Text messaging",6,7,0.5,0,6,2,1,1.5,0,1,5,4,0,1.5,"A lot","Graduate degree",Pop,Invisibility,Happy,Actor,"International aid"
USA,NY,2022,"12        ",Female,18,Right-Handed,158,24,156,3,Other,35,.555,58,Dancing,100,90,80,90,80,80,24,"Same length",70,68,"Index finger",May,Spring,No,Yes,Breads/Sandwiches,Water,History,6,8,5,"Yes - broadband connection","Internet chat or instant messaging",100,200,20,1,5,5,5,10,1,3,15,0,0,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,NY,2017,"6         ",Female,11,Right-Handed,146,22,141,2,Bus,20,0.557,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"12        ",Male,17,Right-Handed,181,25,179,1,Car,,,,Lacrosse,900,800,600,600,700,700,23.35,"Right foot",5.9,6.5,"Ring finger",November,Summer,No,No,Meat,"Sports drink",History,9,11,8,"Yes - broadband connection","Text messaging",100,100,4,.5,2,1,4,0,2,2,5,5,1,4,Some,"Graduate degree","Punk rock",,Happy,"Doctor or nurse",Environment
USA,NY,2021,"11        ",Female,16,Right-Handed,164,19,63,3,"Rail (Train/Tram/Subway)",45,0.582,54,"Table Tennis",600,500,750,750,450,500,18,"Right foot",100,120,,February,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,8,7,"Yes - broadband connection","Text messaging",25,22,8,1,25,5,2,0,50,5,70,0,0,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Other,Health
USA,NY,2017,"12        ",Male,18,Left-Handed,193.1,13,187,1,Walk,2,.586,50,Basketball,50,50,50,100,600,900,13,"Same length",100,110,"Ring finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,7,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,20,22,0,1.5,10,15,7,6,6,15,10,30,7,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Education/Youth development"
USA,NY,2016,"12        ",Male,18,Right-Handed,173,25,180,3,"Rail (Train/Tram/Subway)",30,,0.43,None,0,0,0,0,0,0,25,"Same length",80,80,"Same length",January,Winter,No,No,Other,Other,Other,8,12,5,"Yes - broadband connection",Other,10,20,0,0,5,8,3,6,8,6,3,2,12,0,None,Other,Other,Fly,Rich,Other,Other
USA,NY,2018,"11        ",Female,16,Right-Handed,147.3,28,33,2,"Rail (Train/Tram/Subway)",55,0.367,49,Other,455,433,449,893,845,770,28,"Same length",110,,"Index finger",June,Fall,Yes,No,Poultry,Water,English,6,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",75,80,35,40,25,4,10,3,85,120,15,2,15,8,Some,"Graduate degree",Pop,Telepathy,Healthy,"Musician or singer","Education/Youth development"
USA,NY,2014,"7         ",Male,12,Right-Handed,163,26,165,1,Bus,5,.915,77,"Football (American)",,,,,,,26,"Same length",7,8,"Ring finger",October,Summer,No,No,"No favorite","Sports drink","Physical education",9,11,5,"Yes - dial-up connection",Telephone,0,0,9,.5,.5,2,5,0,0,0,0,1,0,3,"Very little","Undergraduate degree",Pop,"Super strength",Famous,"Sports person","Arts, culture, sports"
USA,NY,2023,"12        ",Female,15,Right-Handed,154,22,168,1,Bus,15,0.36,29,Other,1000,1000,225,743,107,492,21.5,"Right foot",78,73,"Index finger",May,Fall,No,No,Seafood,Water,"Mathematics and statistics",6,10,7,"Yes - other","Text messaging",70,80,5,12,25,60,10,1,48,5,5,10,0,7,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2020,"6         ",Female,11,Right-Handed,156,23,146,2,Bus,30,0.424,30,Dancing,1000,800,400,"530 ",950,"950 ",23,"Same length",40,20,"Index finger",November,Summer,Yes,No,"No favorite",Water,Music,11,"10 ",5,"Yes - broadband connection","Text messaging",20,200,"1 hrs","1 hrs","7 hrs","5 hrs","2 hrs","3 hrs",30min,25min,10hrs,"0 min",0min,10min,Some,"Graduate degree",Other,Telepathy,Happy,Actor,"International aid"
USA,NY,2012,"6         ",Male,11,Right-Handed,141,22,147,1,Walk,15,0.327,45,Baseball/Softball,1000,1000,850,529,1000,1000,22,"Same length",60,60,"Same length",December,Winter,No,No,Meat,Water,"Physical education",10,3,6,"Yes - other","In person",0,0,1,0,1,4,1,2,0,0,13,2,0,1,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,NY,2015,"6         ",Female,12,Right-Handed,156,24,159,1,Bus,15,57,57,Baseball/Softball,1000,1000,950,310,503,1000,24,"Same length",7,7,"Same length",February,Summer,Yes,No,Fruit,"Sports drink",Science,9,12,5,"Yes - other","Text messaging",56,100,30,1,3,12,8,2,6,4,1,6,1,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2023,"10        ",Female,16,Right-Handed,154,,,2,"Rail (Train/Tram/Subway)",70,.296,47,Swimming,900,600,700,700,9000,1000,,,,,,May,Summer,Yes,No,Breads/Sandwiches,Water,"Physical education",4,8,4,"Yes - other","Internet chat or instant messaging",10,30,2,1,10,4,4,0,5,5,40,6,12,2,Some,"Graduate degree",Pop,Invisibility,Rich,"Musician or singer",Health
USA,NY,2013,"8         ",Female,11,Right-Handed,145,22,146,1,Bus,10,0.567,43,Gymnastics,567,508,460,465,642,674,21,"Right foot",72,64,"Index finger",February,Spring,No,No,"No favorite",Water,"Mathematics and statistics",9.5,9.5,5,"Yes - broadband connection","In person",0,0,1,0,15,30,2,0,0,0,5,0,0,0.2,"A lot","Graduate degree",Gospel,"Freeze time",Healthy,Relative,Health
USA,NY,2022,"11        ",Female,18,Right-Handed,,,,1,Car,10,0.278,35,Other,,,,,,,,,,,,February,Fall,No,No,Meat,Coffee,Music,7,9,4,"Yes - other","In person",156,188,8,1,1,2,7,0,2,2,5,2,0,1,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2017,"6         ",Female,12,Right-Handed,160,24,158,2,Bus,"40 ",0.395,33,Soccer,610,652,850,492,241,642,24,"Same length",70,65,"Index finger",January,Winter,No,No,Pizza/Pasta,Water,"Physical education",9,7,4,"Yes - broadband connection","Text messaging",200,215,20,10,15,3,18,1,40,17,12,0,0,0,"A lot",Other,Pop,Fly,Famous,"Musician or singer","Wildlife, animals"
USA,NY,2023,"11        ",Male,16,Right-Handed,175.3,29,74,1,Bus,10,.443,39,Other,1000,813,380,829,107,380,29,"Same length",8.4,8.2,"Index finger",June,Summer,Yes,No,Pizza/Pasta,Juice,Music,7,4,5,"Yes - broadband connection","Text messaging",5,9,12,2,7,10,0,5,1,24,20,14,0,1,"A lot","Undergraduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2019,"9         ",,15,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",30/50,0.239,39,Basketball,460,594,770,1000,32,32,,,,,"Index finger",December,Summer,No,No,"No favorite",Water,"Computers and technology",8/9,12/11,13,"Yes - broadband connection","Internet chat or instant messaging",50,1000+,10,0,40,30,10,50,5,3,7,10,0,6,Some,"Graduate degree",Other,"Freeze time",Rich,Other,"International aid"
USA,NY,2020,"6         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Male,16,Right-Handed,174,27,175,2,Bus,30,.293,39,Golf,925,754,636,850,1000,1000,27,"Left foot",76.2,78,"Ring finger",March,Winter,Yes,No,Meat,Water,Science,6.5,8.5,4,"Yes - broadband connection",,,,5,10,15,30,35,50,5,1,75,1,0,10,Some,"Graduate degree","Heavy metal",Fly,Happy,"Business person","Education/Youth development"
USA,NY,2017,"12        ",Male,17,,178,27,186,2,"Rail (Train/Tram/Subway)",35,.373,141,Baseball/Softball,80,70,85,85,90,90,27,"Same length",97,106,"Ring finger",July,Fall,Yes,No,Poultry,Water,"Social studies",7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,40,12,1,5,3,6,0,10,6,12,4,0,6,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person",Health
USA,NY,2020,"12        ",Female,16,Right-Handed,160.0,23.5,152.0,1,Car,"20 ",0.387,36,Baseball/Softball,500,250,250,700,500,500,23.5,"Same length",63.5,58.42,"Index finger",October,Fall,Yes,No,Seafood,Water,Art,6,8,4,"Yes - other","In person",100,100,24,9,9,12,9,0,15,24,17,45,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2013,"8         ",Female,13,Right-Handed,180,25,189,1,Bus,35,.742,14,"Hockey (Field)",100,250,200,200,100,450,24,"Right foot",90,80,"Index finger",August,Spring,Yes,No,Meat,Milk,Art,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,5,.2,10,3,5,4,4,.5,6,8,0,2,"A lot","Graduate degree",Country,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,NY,2018,"12        ",Female,17,Right-Handed,171,27,,1,"Rail (Train/Tram/Subway)",45,0.339,44,Dancing,900,900,900,900,1000,1000,27,"Same length",7.5,7.0,"Index finger",April,Spring,No,No,Pizza/Pasta,Water,Other,5,12,3,"Yes - broadband connection","Text messaging",5,10,24,1,15,14,0,0,21,14,35,28,0,14,Some,"Graduate degree",Other,Telepathy,Happy,Actor,Health
